"UMAP1","UMAP2","Cluster","pathways","Level1","Level2","Level3","Mean_Dark","Mean_IR","Mean_All","Mean_Initial","log_Mean_Dark","log_Mean_All","log_Mean_IR","log_Mean_Initial"
-9.87651627686124,-7.27534332973042,"Cluster 2","Endocrine and other factor-regulated calcium reabsorption","Organismal Systems","Excretory system","Endocrine and other factor-regulated calcium reabsorption",3189.33333333333,5845.33333333333,3992.57142857143,844,3.50383606150996,3.60136145658044,3.76688357337179,2.92685670894969
-4.25970631113014,-25.4571371441446,"Cluster 2","Mannose type O-glycan biosynthesis","Metabolism","Glycan biosynthesis and metabolism","Mannose type O-glycan biosynthesis",2357.33333333333,1606.66666666667,2486,5510,3.37260518947667,3.39567578526994,3.20619600720222,3.74123041102547
-4.86126463340308,-23.8891488414481,"Cluster 2","Toll and Imd signaling pathway","Organismal Systems","Immune system","Toll and Imd signaling pathway",2450.66666666667,1922,2548,4718,3.38946142234389,3.40636983546927,3.28397928423848,3.67384997734295
-3.60009220790199,-13.7843729951283,"Cluster 2","Dioxin degradation","Metabolism","Xenobiotics biodegradation and metabolism","Dioxin degradation",2988,2919.33333333333,3051.71428571429,3640,3.47552591503928,3.48468615904997,3.46543242561455,3.56122067893394
-3.48178499637826,-32.2075092062924,"Cluster 2","Focal adhesion","Cellular Processes","Cellular community - eukaryotes","Focal adhesion",2248,2111.33333333333,2227.14285714286,2512,3.35198945543563,3.34794303213899,3.32476245240558,3.40019248859258
-1.56230696137349,-32.7406771512797,"Cluster 2","ECM-receptor interaction","Environmental Information Processing","Signaling molecules and interaction","ECM-receptor interaction",2325.33333333333,2077.33333333333,2230.28571428571,2404,3.36667194360625,3.34855518489294,3.3177152030949,3.38111508070985
-4.50810921778809,-33.1842050651648,"Cluster 2","Prolactin signaling pathway","Organismal Systems","Endocrine system","Prolactin signaling pathway",1576,1220,1732.85714285714,3742,3.1978316933289,3.23901331192642,3.08671566394488,3.57321982711442
-5.90713476933428,-25.5938769421938,"Cluster 2","Tetracycline biosynthesis","Metabolism","Metabolism of terpenoids and polyketides","Tetracycline biosynthesis",2342.66666666667,1962.66666666667,2257.14285714286,2884,3.36989584321569,3.35375141327819,3.29306776801633,3.46014581749175
-1.7889912658708,-39.478653841288,"Cluster 2","Nucleocytoplasmic transport","Genetic Information Processing","Translation","Nucleocytoplasmic transport",1480,1672,1643.42857142857,2048,3.17055505852121,3.21601501390372,3.22349594096239,3.3115419584012
-1.42016714869917,-37.2124933070288,"Cluster 2","Spliceosome","Genetic Information Processing","Transcription","Spliceosome",1776,1393.33333333333,1741.14285714286,2680,3.2496874278053,3.24108376463549,3.14436660986097,3.42829681398288
-4.2145079900748,-30.0514964916447,"Cluster 2","Staurosporine biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Staurosporine biosynthesis",1735.33333333333,1303.33333333333,1918,4310,3.23963310271303,3.28307497473547,3.11538859318102,3.63457802285389
-2.62031730923761,-35.9082263763529,"Cluster 2","Phagosome","Cellular Processes","Transport and catabolism","Phagosome",1732,1862.66666666667,1876.28571428571,2350,3.23879856271392,3.27353037528234,3.27036823753901,3.37125262912494
-4.93138378125515,-41.870653003274,"Cluster 2","Regulation of lipolysis in adipocytes","Organismal Systems","Endocrine system","Regulation of lipolysis in adipocytes",1154.66666666667,1430,1411.14285714286,2124,3.06283258693673,3.14987863363543,3.15563963375978,3.32735893438633
-1.42266698391111,-42.0098995368335,"Cluster 2","Ubiquitin mediated proteolysis","Genetic Information Processing","Folding, sorting and degradation","Ubiquitin mediated proteolysis",1528,1273.33333333333,1551.14285714286,2454,3.18440748541232,3.19093169064229,3.10528304329937,3.39005149645899
-3.87002787537207,-38.9893050214085,"Cluster 2","Ovarian steroidogenesis","Organismal Systems","Endocrine system","Ovarian steroidogenesis",1769.33333333333,1339.33333333333,1508.57142857143,1234,3.24805504669947,3.17885366740913,3.12721281838325,3.09166695759568
-2.40202165641716,-41.2049482036529,"Cluster 2","Bile secretion","Organismal Systems","Digestive system","Bile secretion",1378,1225.33333333333,1474.28571428571,2510,3.13956426617585,3.16887613700666,3.08860853311146,3.39984671271292
-5.38188755942229,-40.0961261757711,"Cluster 2","Fatty acid elongation","Metabolism","Lipid metabolism","Fatty acid elongation",1276,1165.33333333333,1351.42857142857,2136,3.10619089726342,3.13111433710312,3.06682268776324,3.32980452216407
-5.38504689886296,-38.5808909595799,"Cluster 2","TGF-beta signaling pathway","Environmental Information Processing","Signal transduction","TGF-beta signaling pathway",1610,1574,1532.57142857143,1176,3.20709554041922,3.18570400875801,3.19728055812562,3.07077646284343
-6.15637080300209,-42.3703821269772,"Cluster 2","Cytosolic DNA-sensing pathway","Organismal Systems","Immune system","Cytosolic DNA-sensing pathway",1116,1241.33333333333,1224.28571428571,1498,3.04805317311561,3.08823737006339,3.09423813803418,3.17580163284828
-6.13801359846704,-44.5130467702955,"Cluster 2","Hippo signaling pathway","Environmental Information Processing","Signal transduction","Hippo signaling pathway",1568,1209.33333333333,1351.14285714286,1126,3.19562294358694,3.13102257828556,3.08290499419323,3.05192391604611
-7.20394366605955,-42.8972125114625,"Cluster 2","Cytokine-cytokine receptor interaction","Environmental Information Processing","Signaling molecules and interaction","Cytokine-cytokine receptor interaction",1494.66666666667,1124.66666666667,1265.14285714286,998,3.17483481481341,3.10248270929007,3.05140980591575,2.99956548822598
-9.9772003643668,-43.0903949355525,"Cluster 2","Neurotrophin signaling pathway","Organismal Systems","Nervous system","Neurotrophin signaling pathway",1061.33333333333,1036.66666666667,1048,1042,3.02626080875407,3.02077548819356,3.01605786596285,3.01828430842653
-17.8027318321494,-31.7553372199717,"Cluster 2","Fanconi anemia pathway","Genetic Information Processing","Replication and repair","Fanconi anemia pathway",710.666666666667,727.333333333333,949.428571428571,2332,2.85227662464138,2.97791948343179,2.86233018658678,3.36791473879375
-20.3344800371444,-31.2714172373051,"Cluster 2","Mitophagy - animal","Cellular Processes","Transport and catabolism","Mitophagy - animal",819.333333333333,544.666666666667,946,2530,2.91399035898314,2.97634997900327,2.73692742469228,3.40329214515825
-21.9380238568823,-27.1667855854691,"Cluster 2","Hippo signaling pathway - fly","Environmental Information Processing","Signal transduction","Hippo signaling pathway - fly",1083.33333333333,700,986.857142857143,1558,3.03516280856219,2.99469414443107,2.84571801796666,3.19284611518884
-22.8208591966504,-28.2224091190345,"Cluster 1","Hippo signaling pathway - multiple species","Environmental Information Processing","Signal transduction","Hippo signaling pathway - multiple species",1068,680,969.714285714286,1544,3.02897770520878,2.98709142105426,2.83314711191279,3.18892848376085
-9.79444510299125,-39.7003532107262,"Cluster 2","Circadian entrainment","Organismal Systems","Environmental adaptation","Circadian entrainment",1116.66666666667,1145.33333333333,1151.71428571429,1276,3.04831229870916,3.06172167545229,3.05931092110235,3.10619089726342
-11.2324902964793,-40.9473942743885,"Cluster 2","Oxytocin signaling pathway","Organismal Systems","Endocrine system","Oxytocin signaling pathway",1040,1155.33333333333,1048.57142857143,754,3.01745072951054,3.02101199983012,3.0630830451224,2.87794695162919
-12.4851576501661,-31.6582879386186,"Cluster 2","Rap1 signaling pathway","Environmental Information Processing","Signal transduction","Rap1 signaling pathway",1115.33333333333,1348.66666666667,1134.57142857143,550,3.0477938928202,3.05521445696947,3.13022652204875,2.74115159885178
-24.1571979791868,-26.8275013174838,"Cluster 1","Diterpenoid biosynthesis","Metabolism","Metabolism of terpenoids and polyketides","Diterpenoid biosynthesis",908.666666666667,597.333333333333,709.142857142857,446,2.95888228095023,2.85134572312474,2.77694319819468,2.65030752313194
-24.0126847529868,-31.8445210465283,"Cluster 1","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Metabolism","Glycan biosynthesis and metabolism","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",764.666666666667,578.666666666667,761.142857142857,1298,2.88403974047536,2.88203638374623,2.76317832728305,3.11360915107303
-12.0781296863046,-43.794637731833,"Cluster 2","Oocyte meiosis","Cellular Processes","Cell growth and death","Oocyte meiosis",999.333333333333,976,990.857142857143,1010,3.00014474070519,2.9964491252423,2.98989456371877,3.004751155591
-21.7778898794567,-31.994123103583,"Cluster 2","Regulation of actin cytoskeleton","Cellular Processes","Cell motility","Regulation of actin cytoskeleton",704.666666666667,576.666666666667,897.714285714286,2440,2.84859960329975,2.95362164517075,2.76167730799425,3.38756777941719
-21.0891432438028,-27.9813631442554,"Cluster 2","Vitamin digestion and absorption","Organismal Systems","Digestive system","Vitamin digestion and absorption",924,696,794,698,2.96614173273903,2.90036712865647,2.84323277809801,2.84447717574568
-24.673114855528,-33.4776432296579,"Cluster 1","Wnt signaling pathway","Environmental Information Processing","Signal transduction","Wnt signaling pathway",584.666666666667,762.666666666667,743.142857142857,1160,2.76765050677563,2.87165631741844,2.88290383446973,3.06483221973857
-19.621797815146,-33.5300013376916,"Cluster 2","Platelet activation","Organismal Systems","Immune system","Platelet activation",837.333333333333,602.666666666667,804,1308,2.92341673467228,2.90579588036787,2.7807971955944,3.11693964655076
-27.8967741245313,-29.7987037169162,"Cluster 1","Caffeine metabolism","Metabolism","Biosynthesis of other secondary metabolites","Caffeine metabolism",580,388.666666666667,666.571428571429,1760,2.76417613239033,2.82449774101006,2.59069325644218,3.24575935596728
-16.3494848952023,-22.4083100361342,"Cluster 2","C-type lectin receptor signaling pathway","Organismal Systems","Immune system","C-type lectin receptor signaling pathway",904,1209.33333333333,939.714285714286,238,2.9566485792052,2.97345773928355,3.08290499419323,2.37839790094814
-13.1431899082291,-38.3847211452689,"Cluster 2","Glycosaminoglycan biosynthesis - keratan sulfate","Metabolism","Glycan biosynthesis and metabolism","Glycosaminoglycan biosynthesis - keratan sulfate",836.666666666667,950.666666666667,911.428571428571,1018,2.92307123387291,2.96019887614373,2.9784848578622,3.00817418400643
-22.8610201427687,-34.3143188547409,"Cluster 1","Motor proteins","Cellular Processes","Cell motility","Motor proteins",594.666666666667,795.333333333333,744.857142857143,1044,2.77500329778598,2.87265565319646,2.90109489503022,3.01911629044707
-14.4359558696025,-41.0638083386867,"Cluster 2","Vascular smooth muscle contraction","Organismal Systems","Circulatory system","Vascular smooth muscle contraction",886.666666666667,858,826,548,2.94824991171928,2.91750550955255,2.93399316383124,2.73957234445009
-17.4105774134349,-18.8981082873252,"Cluster 2","ATP-dependent chromatin remodeling","Genetic Information Processing","Chromosome","ATP-dependent chromatin remodeling",738,1153.33333333333,835.714285714286,176,2.86864443839483,2.9225771840137,3.0623312368298,2.24797326636181
-23.8118225392808,-25.5243677065824,"Cluster 1","MAPK signaling pathway","Environmental Information Processing","Signal transduction","MAPK signaling pathway",620,740,675.714285714286,650,2.79309160017658,2.8304053447137,2.86981820797933,2.81358098856819
-20.4803177066511,-13.1587281692973,"Cluster 2","Glycosphingolipid biosynthesis - lacto and neolacto series","Metabolism","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - lacto and neolacto series",398,530,420.571428571429,160,2.60097289568675,2.6248711694857,2.72509452108147,2.20682587603185
-28.166776783766,-26.9527455633798,"Cluster 1","Cell adhesion molecules","Environmental Information Processing","Signaling molecules and interaction","Cell adhesion molecules",557.333333333333,372.666666666667,633.714285714286,1646,2.7468935566532,2.80257827322661,2.57248435787531,3.21669359916975
-28.0941281976631,-32.1974696331303,"Cluster 1","TNF signaling pathway","Environmental Information Processing","Signal transduction","TNF signaling pathway",588,493.333333333333,642,1250,2.7701152947871,2.80821097292422,2.69401989630872,3.09725730969342
-16.7559121866022,-40.1689954195342,"Cluster 2","Melanogenesis","Organismal Systems","Endocrine system","Melanogenesis",760,801.333333333333,708.285714285714,274,2.88138465677057,2.85082121281714,2.90435483555537,2.43933269383026
-27.3679757830335,-32.2455817350685,"Cluster 1","Cell cycle","Cellular Processes","Cell growth and death","Cell cycle",454,601.333333333333,621.714285714286,1186,2.65801139665711,2.79428882900343,2.77983689784127,3.07445071895459
-30.0706690023486,-30.7716767639626,"Cluster 1","Gap junction","Cellular Processes","Cellular community - eukaryotes","Gap junction",504,448.666666666667,527.428571428571,834,2.70329137811866,2.72298629130114,2.65289069495224,2.9216864754836
-17.2720389211784,-41.7560445677245,"Cluster 2","Gastric acid secretion","Organismal Systems","Digestive system","Gastric acid secretion",720.666666666667,727.333333333333,667.142857142857,326,2.85833664596972,2.82486932989425,2.86233018658678,2.51454775266029
-17.537812409362,-39.2634065813303,"Cluster 2","Aldosterone synthesis and secretion","Organismal Systems","Endocrine system","Aldosterone synthesis and secretion",716,704,655.142857142857,326,2.8555191556678,2.81699840540367,2.8481891169914,2.51454775266029
-18.7293118420529,-41.2458120267011,"Cluster 2","Inflammatory mediator regulation of TRP channels","Organismal Systems","Sensory system","Inflammatory mediator regulation of TRP channels",677.333333333333,648,606.857142857143,272,2.83144315884158,2.78380152440635,2.81224469680037,2.43616264704076
-31.0518331197097,-34.3140922232372,"Cluster 1","Relaxin signaling pathway","Organismal Systems","Endocrine system","Relaxin signaling pathway",534,362,481.142857142857,680,2.72835378202123,2.68317573715279,2.55990662503611,2.83314711191279
-28.3720276201127,-35.2740345835327,"Cluster 1","Flavone and flavonol biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Flavone and flavonol biosynthesis",418.666666666667,569.333333333333,512.571428571429,624,2.6229044753882,2.71060085470464,2.75612875482144,2.79588001734408
-33.4394624493093,-36.3173005994112,"Cluster 1","Adherens junction","Cellular Processes","Cellular community - eukaryotes","Adherens junction",393.333333333333,371.333333333333,437.142857142857,766,2.59586348990827,2.64161573596823,2.57093191839595,2.88479536394898
-32.2935176644158,-34.5132162415288,"Cluster 1","AGE-RAGE signaling pathway in diabetic complications","Human Diseases","Endocrine and metabolic disease","AGE-RAGE signaling pathway in diabetic complications",492.666666666667,347.333333333333,447.714285714286,614,2.69343380380155,2.65196989638425,2.54199503572741,2.78887511577542
-19.7707071717277,-40.4714704801284,"Cluster 2","Cellular senescence","Cellular Processes","Cell growth and death","Cellular senescence",639.333333333333,667.333333333333,592.285714285714,226,2.80640611014203,2.77326389109562,2.82499312223654,2.35602585719312
-32.4317694824273,-31.2552653992368,"Cluster 1","Cell cycle - yeast","Cellular Processes","Cell growth and death","Cell cycle - yeast",398,368.666666666667,496,1172,2.60097289568675,2.69635638873333,2.5678102914295,3.06929801211553
-35.4709709320578,-36.8915579564445,"Cluster 1","Tight junction","Cellular Processes","Cellular community - eukaryotes","Tight junction",324,337.333333333333,431.714285714286,1038,2.51188336097887,2.6362012333186,2.52934478752957,3.01661554755718
-19.8557396873015,-38.1527539015812,"Cluster 2","Long-term potentiation","Organismal Systems","Nervous system","Long-term potentiation",619.333333333333,630,564.285714285714,202,2.7926251184111,2.75226801025177,2.80002935924413,2.30749603791321
-38.7896984590881,-39.6772553009308,"Cluster 1","Photosynthesis - antenna proteins","Metabolism","Energy metabolism","Photosynthesis - antenna proteins",286.666666666667,230.666666666667,327.428571428571,740,2.45888954099555,2.51644093125502,2.36486354987045,2.86981820797933
-19.8363626946,-11.756964036885,"Cluster 2","Phototransduction - fly","Organismal Systems","Sensory system","Phototransduction - fly",574.666666666667,624.666666666667,527.714285714286,96,2.7601710828478,2.72322104508085,2.79634301790168,1.98677173426624
-30.0602657847853,-37.0706103557536,"Cluster 1","Malaria","Human Diseases","Infectious disease: parasitic","Malaria",483.333333333333,419.333333333333,425.428571428571,270,2.68514435957836,2.62984629545113,2.62359383185342,2.43296929087441
-18.2828777562327,-11.3623514616597,"Cluster 2","Glioma","Human Diseases","Cancer: specific types","Glioma",572,628,526.857142857143,88,2.75815462196739,2.72251640271659,2.79865064544527,1.94939000664491
-19.4029139055544,-13.0306107727873,"Cluster 2","Phototransduction","Organismal Systems","Sensory system","Phototransduction",566.666666666667,606.666666666667,514.857142857143,84,2.75409339324294,2.71252944841257,2.78366541393531,1.92941892571429
-38.1313794625076,-36.7363221901702,"Cluster 1","Long-term depression","Organismal Systems","Nervous system","Long-term depression",292.666666666667,228,295.142857142857,504,2.46785465369239,2.4715012620796,2.35983548233989,2.70329137811866
-38.3679797914844,-42.8115195702369,"Cluster 1","Bisphenol degradation","Metabolism","Xenobiotics biodegradation and metabolism","Bisphenol degradation",308.666666666667,244,292,386,2.49089445927398,2.46686762035411,2.38916608436453,2.58771096501891
-47.3869808493027,-5.00945859893736,"Cluster 1","Biosynthesis of various alkaloids","Metabolism","Biosynthesis of other secondary metabolites","Biosynthesis of various alkaloids",79.3333333333333,94.6666666666667,130.857142857143,394,1.90489578785521,2.12010366101166,1.98076064201433,2.59659709562646
-36.1645189174366,-34.0498544510842,"Cluster 1","Monoterpenoid biosynthesis","Metabolism","Metabolism of terpenoids and polyketides","Monoterpenoid biosynthesis",306,356.666666666667,372.857142857143,622,2.48713837547719,2.57270568262562,2.55347846724629,2.79448804665917
-34.978929220814,-41.9550403604892,"Cluster 1","Biosynthesis of type II polyketide backbone","Metabolism","Metabolism of terpenoids and polyketides","Biosynthesis of type II polyketide backbone",235.333333333333,214,252.571428571429,420,2.3735249804634,2.40410031737686,2.33243845991561,2.62428209583567
-36.5964043831316,-40.8498202320203,"Cluster 1","Cutin, suberine and wax biosynthesis","Metabolism","Lipid metabolism","Cutin, suberine and wax biosynthesis",264,284,297.142857142857,436,2.42324587393681,2.4744244090512,2.45484486000851,2.64048143697042
-38.3944823669839,-41.4899335059625,"Cluster 1","Morphine addiction","Human Diseases","Substance dependence","Morphine addiction",258.666666666667,226,257.142857142857,346,2.4144162029529,2.41186011254667,2.35602585719312,2.54032947479087
-35.514899800256,-40.9812329747747,"Cluster 1","Clavulanic acid biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Clavulanic acid biosynthesis",300,316,311.142857142857,330,2.47856649559384,2.49435340129218,2.50105926221775,2.51982799377572
-38.0447852804702,-34.5107595423689,"Cluster 1","Growth hormone synthesis, secretion and action","Organismal Systems","Endocrine system","Growth hormone synthesis, secretion and action",234,284,319.714285714286,684,2.37106786227174,2.50611830532509,2.45484486000851,2.83569057149243
-35.6510857712292,-38.8444987307418,"Cluster 1","Hematopoietic cell lineage","Organismal Systems","Immune system","Hematopoietic cell lineage",231.333333333333,110,258.857142857143,788,2.36611152337835,2.41473465904923,2.04532297878666,2.89707700320942
-36.7489273406221,-43.0363677123978,"Cluster 1","Nicotine addiction","Human Diseases","Substance dependence","Nicotine addiction",244,216,242.571428571429,318,2.38916608436453,2.38662634331426,2.33645973384853,2.50379068305718
-36.9195807576111,-4.49761480649943,"Cluster 1","Virion - Flavivirus","Genetic Information Processing","Information processing in viruses","Virion - Flavivirus",151.333333333333,441.333333333333,267.714285714286,96,2.18279494535019,2.42929075553612,2.64574966814477,1.98677173426624
-35.2738106863452,-3.58135441558572,"Cluster 1","Virion - Human immunodeficiency virus","Genetic Information Processing","Information processing in viruses","Virion - Human immunodeficiency virus",151.333333333333,441.333333333333,267.714285714286,96,2.18279494535019,2.42929075553612,2.64574966814477,1.98677173426624
-43.5031978585794,-22.8340388638149,"Cluster 1","Leishmaniasis","Human Diseases","Infectious disease: parasitic","Leishmaniasis",184.666666666667,157.333333333333,185.714285714286,274,2.26873394045407,2.27117754756629,2.1995723549052,2.43933269383026
-42.4810209984672,-7.97447450283799,"Cluster 1","Signaling pathways regulating pluripotency of stem cells","Cellular Processes","Cellular community - eukaryotes","Signaling pathways regulating pluripotency of stem cells",114.666666666667,218,208.857142857143,464,2.06320822007121,2.321923755776,2.34044411484012,2.66745295288995
-35.8340292538661,-5.7767962581636,"Cluster 1","NF-kappa B signaling pathway","Environmental Information Processing","Signal transduction","NF-kappa B signaling pathway",241.333333333333,168.666666666667,182.857142857143,50,2.38441315613938,2.26448050689013,2.2295965276171,1.70757017609794
-48.2901724424306,-6.08957261661998,"Cluster 1","Systemic lupus erythematosus","Human Diseases","Immune disease","Systemic lupus erythematosus",112.666666666667,140,164.571428571429,394,2.05563312427284,2.21898539594934,2.14921911265538,2.59659709562646
-40.32977835826,-7.23364639959694,"Cluster 1","Transcriptional misregulation in cancer","Human Diseases","Cancer: overview","Transcriptional misregulation in cancer",125.333333333333,255.333333333333,190.285714285714,190,2.10151795524841,2.28168253699775,2.40880508508177,2.28103336724773
-43.3583905956736,-19.3020309018355,"Cluster 1","VEGF signaling pathway","Environmental Information Processing","Signal transduction","VEGF signaling pathway",161.333333333333,157.333333333333,150,94,2.21040770649497,2.17897694729317,2.1995723549052,1.97772360528885
-45.313525124973,-21.0447067004104,"Cluster 1","Hedgehog signaling pathway","Environmental Information Processing","Signal transduction","Hedgehog signaling pathway",109.333333333333,177.333333333333,166,302,2.04270673905606,2.22271647114758,2.25123252730157,2.4814426285023
-38.3737869057813,-19.2717316963641,"Cluster 1","Insulin secretion","Organismal Systems","Endocrine system","Insulin secretion",172.666666666667,132.666666666667,169.714285714286,272,2.23971646857986,2.2322698652699,2.12602311790052,2.43616264704076
-55.5696665075626,-15.0150422707412,"Cluster 1","Biosynthesis of 12-, 14- and 16-membered macrolides","Metabolism","Metabolism of terpenoids and polyketides","Biosynthesis of 12-, 14- and 16-membered macrolides",110.666666666667,88.6666666666667,133.142857142857,334,2.04792355231718,2.12756755225185,1.95263102528275,2.52504480703685
-45.6768829821643,-5.9976319472172,"Cluster 1","Aldosterone-regulated sodium reabsorption","Organismal Systems","Excretory system","Aldosterone-regulated sodium reabsorption",143.333333333333,92,133.714285714286,230,2.1593666416337,2.12941365272307,1.96848294855394,2.36361197989214
-56.4314867018728,-12.2942024995538,"Cluster 1","mTOR signaling pathway","Environmental Information Processing","Signal transduction","mTOR signaling pathway",88.6666666666667,96,133.714285714286,382,1.95263102528275,2.12941365272307,1.98677173426624,2.58319877396862
-55.1035268533503,-13.5534191140122,"Cluster 1","RIG-I-like receptor signaling pathway","Organismal Systems","Immune system","RIG-I-like receptor signaling pathway",106,61.3333333333333,92.2857142857143,144,2.02938377768521,1.96981514126082,1.79472035181684,2.16136800223497
-54.9057587138292,-10.9151093342006,"Cluster 1","Autophagy - other","Cellular Processes","Transport and catabolism","Autophagy - other",95.3333333333333,51.3333333333333,116.285714285714,374,1.98377658803689,2.06924511710518,1.71877839768957,2.57403126772772
-37.8502279914515,-8.92721352655938,"Cluster 1","Chronic myeloid leukemia","Human Diseases","Cancer: specific types","Chronic myeloid leukemia",32,226,111.428571428571,6,1.51851393987789,2.05087669234481,2.35602585719312,0.845098040014257
-53.7054347110271,-17.8404604446602,"Cluster 1","Basal cell carcinoma","Human Diseases","Cancer: specific types","Basal cell carcinoma",75.3333333333333,86.6666666666667,102,228,1.88271422762023,2.01283722470517,1.9428344937701,2.35983548233989
-50.8376966895749,-18.5339026962816,"Cluster 1","Cortisol synthesis and secretion","Organismal Systems","Endocrine system","Cortisol synthesis and secretion",90,76,78.2857142857143,50,1.95904139232109,1.89919494310842,1.88649072517248,1.70757017609794
-53.2843480919794,-16.2219379791042,"Cluster 1","Gastric cancer","Human Diseases","Cancer: specific types","Gastric cancer",64.6666666666667,76.6666666666667,86.8571428571429,184,1.81734497144193,1.94377707576116,1.89023466630636,2.26717172840301
-51.5003826737935,-16.4320248391714,"Cluster 1","Circadian rhythm","Organismal Systems","Environmental adaptation","Circadian rhythm",38,52,64.8571428571429,184,1.5910646070265,1.81860288537539,1.72427586960079,2.26717172840301
-52.8389032388702,-12.7877831335545,"Cluster 1","Leukocyte transendothelial migration","Organismal Systems","Immune system","Leukocyte transendothelial migration",45.3333333333333,42,80,298,1.66589354553443,1.90848501887865,1.63346845557959,2.47567118832443
-53.4389810974399,-10.3993815537193,"Cluster 1","Complement and coagulation cascades","Organismal Systems","Immune system","Complement and coagulation cascades",70.6666666666667,52,76.2857142857143,166,1.85531720519594,1.88809922509231,1.72427586960079,2.22271647114758
-56.3988686928933,-16.1763839583947,"Cluster 1","Circadian rhythm - plant","Organismal Systems","Environmental adaptation","Circadian rhythm - plant",58,81.3333333333333,78.5714285714286,132,1.77085201164214,1.90075715515947,1.91557569854,2.12385164096709
-51.0054906259569,-14.0293491673022,"Cluster 1","Aflatoxin biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Aflatoxin biosynthesis",61.3333333333333,23.3333333333333,63.4285714285714,190,1.79472035181684,1.8090785018637,1.38620160540079,2.28103336724773
-49.1621991472066,-10.0526899747524,"Cluster 1","Chemokine signaling pathway","Organismal Systems","Immune system","Chemokine signaling pathway",27.3333333333333,42,55.4285714285714,180,1.45229767099463,1.7514990556122,1.63346845557959,2.25767857486918
-47.7406371033976,-13.5625544420672,"Cluster 1","Intestinal immune network for IgA production","Organismal Systems","Immune system","Intestinal immune network for IgA production",30.6666666666667,15.3333333333333,46,184,1.50060235056919,1.67209785793572,1.21307482530885,2.26717172840301
-47.00744767169,-11.622693804451,"Cluster 1","PD-L1 expression and PD-1 checkpoint pathway in cancer","Human Diseases","Cancer: overview","PD-L1 expression and PD-1 checkpoint pathway in cancer",66.6666666666667,18,56.5714285714286,142,1.83037478319355,1.76020700612685,1.27875360095283,2.15533603746506
-46.426115206213,-13.6842986651788,"Cluster 1","Cholinergic synapse","Organismal Systems","Nervous system","Cholinergic synapse",24.6666666666667,38,39.1428571428571,86,1.40936947045282,1.60360827989082,1.5910646070265,1.93951925261862
-47.9077884796414,-11.2264745754428,"Cluster 1","ErbB signaling pathway","Environmental Information Processing","Signal transduction","ErbB signaling pathway",35.3333333333333,20,46.5714285714286,160,1.56030524322096,1.67734619349206,1.32221929473392,2.20682587603185
-45.4830524894113,-16.2072375426519,"Cluster 1","Hedgehog signaling pathway - fly","Environmental Information Processing","Signal transduction","Hedgehog signaling pathway - fly",24.6666666666667,26,39.4285714285714,124,1.40936947045282,1.60668839551003,1.43136376415899,2.09691001300806
-47.9657713708464,-15.9049479282658,"Cluster 1","Collecting duct acid secretion","Organismal Systems","Excretory system","Collecting duct acid secretion",36,22.6666666666667,37.7142857142857,88,1.568201724067,1.58787125086015,1.37413709399941,1.94939000664491
-46.0851802988975,-10.8720197157083,"Cluster 1","Acute myeloid leukemia","Human Diseases","Cancer: specific types","Acute myeloid leukemia",31.3333333333333,28.6666666666667,47.1428571428571,150,1.50965047954658,1.68253186085708,1.47226875192525,2.17897694729317
-44.2322293126404,-15.504239194554,"Cluster 1","Mitophagy - yeast","Cellular Processes","Transport and catabolism","Mitophagy - yeast",39.3333333333333,8,28.8571428571429,60,1.60566411559679,1.4750482460968,0.954242509439325,1.78532983501077
-44.3979530869888,-12.1644295584852,"Cluster 1","EGFR tyrosine kinase inhibitor resistance","Human Diseases","Drug resistance: antineoplastic","EGFR tyrosine kinase inhibitor resistance",26,16,38.2857142857143,142,1.43136376415899,1.59423465381601,1.23044892137827,2.15533603746506
-38.1675400937021,-12.4212778172509,"Cluster 1","Fc epsilon RI signaling pathway","Organismal Systems","Immune system","Fc epsilon RI signaling pathway",8,18,17.4285714285714,44,0.954242509439325,1.26549167028499,1.27875360095283,1.65321251377534
-40.9695179895848,-14.0857266563931,"Cluster 1","Axon guidance","Organismal Systems","Development and regeneration","Axon guidance",19.3333333333333,13.3333333333333,22.5714285714286,60,1.3082085802911,1.37238590419965,1.15634720085992,1.78532983501077
-36.3609467764234,-9.8539656139129,"Cluster 1","B cell receptor signaling pathway","Organismal Systems","Immune system","B cell receptor signaling pathway",20,24,20.2857142857143,10,1.32221929473392,1.32808822839802,1.39794000867204,1.04139268515823
-39.9664388434069,-13.4460418286333,"Cluster 1","T cell receptor signaling pathway","Organismal Systems","Immune system","T cell receptor signaling pathway",20,22.6666666666667,20.5714285714286,16,1.32221929473392,1.33387890727891,1.37413709399941,1.23044892137827
-35.5072168445972,-12.5577354965528,"Cluster 1","Mucin type O-glycan biosynthesis","Metabolism","Glycan biosynthesis and metabolism","Mucin type O-glycan biosynthesis",10,6,9.42857142857143,18,1.04139268515823,1.0182248201062,0.845098040014257,1.27875360095283
